num_seen,message,empathy,parsed,labels,inds,num_words,polarity
1,satisfied little manic,great,satisfied little manic,20,[   0 1263  895  932    1],3,1.0
1,i am feeling satisfied and happy now,great,i am feeling satisfied and happy now,20,[   0  788   53  550 1263   60  703 1049    1],7,1.0
1,pretty good feeling social,great,pretty good feeling social,20,[   0 1160  646  550 1350    1],4,1.0
1,im feeling pretty good about myself,great,im feeling pretty good about myself,20,[   0  801  550 1160  646    7 1006    1],6,1.0
1,good glad its the weekend,great,good glad its the weekend,20,[   0  646  634  834 1488 1639    1],5,1.0
1,pretty dang good,great,pretty dang good,20,[   0 1160  328  646    1],3,1.0
1,fuckin happy,great,fuckin happy,20,[  0 604 703   1],2,1.0
1,now im good,great,now im good,20,[   0 1049  801  646    1],3,1.0
1,i feel pretty positive,great,i feel pretty positive,20,[   0  788  548 1160 1145    1],4,1.0
1,slightly optimistic,great,slightly optimistic,20,[   0 1341 1073    1],2,1.0
1,pretty good happy lucky,great,pretty good happy lucky,20,[   0 1160  646  703  917    1],4,1.0
1,im feeling  good,great,im feeling  good,20,[  0 801 550 646   1],3,1.0
1,good sharp and shiny,great,good sharp and shiny,20,[   0  646 1301   60 1306    1],4,1.0
1,i fell good right now,great,i fell good right now,20,[   0  788  555  646 1240 1049    1],5,1.0
1,pretty good trying to be mindful of stuttering,great,pretty good trying to be mindful of stuttering,20,[   0 1160  646 1550 1525  119  963 1055 1419    1],8,1.0
1,hilarious and entertained,great,hilarious and entertained,20,[  0 745  60 479   1],3,1.0
1,very good just happy,great,very good just happy,20,[   0 1609  646  844  703    1],4,1.0
1,happy best ive felt in awhile,great,happy best ive felt in awhile,20,[  0 703 136 836 557 806 104   1],6,1.0
1,i am feeling quite good,great,i am feeling quite good,20,[   0  788   53  550 1184  646    1],5,1.0
1,i am feeling pretty good wish i had a little more energy but my overall state is good in the moment,great,i am feeling pretty good wish i had a little more energy but my overall state is good in the moment,20,"[   0  788   53  550 1160  646 1668  788  686    3  895  986  472  202 1004
 1086 1389  828  646  806 1488  978    1]",21,1.0
1,good having fun with my family,great,good having fun with my family,20,[   0  646  718  611 1670 1004  534    1],6,1.0
1,fine normal kinda happy,great,fine normal kinda happy,20,[   0  569 1037  854  703    1],4,1.0
1,i feel happy rn,great,i feel happy rn,20,[   0  788  548  703 1244    1],4,1.0
1,superior and energy,great,superior and energy,20,[   0 1434   60  472    1],3,1.0
1,im feeling good went out last night and had fun,great,im feeling good went out last night and had fun,20,[   0  801  550  646 1648 1081  862 1029   60  686  611    1],10,1.0
1,i am happy i enjoy being with friends,great,i am happy i enjoy being with friends,20,[   0  788   53  703  788  474  134 1670  597    1],8,1.0
1,happy its weekend,great,happy its weekend,20,[   0  703  834 1639    1],3,1.0
1,um i guess im felling good and i think ive gotten over someone but im not quite sure,great,um i guess im felling good and i think ive gotten over someone but im not quite sure,20,"[   0 1558  788  681  801  556  646   60  788 1501  836  660 1084 1357  202
  801 1044 1184 1440    1]",18,1.0
1,"ive just had my bday and was first in karting so i am
pretty happy 😊",great,ive just had my bday and was first in karting so i am pretty happy  ,20,"[   0  836  844  686 1004  118   60 1627  573  806  845 1349  788   53 1160
  703    1]",15,1.0
1,im feeling happy because my dad loved his fathers day present,great,im feeling happy because my dad loved his fathers day present,20,[   0  801  550  703  126 1004  324  912  747  541  334 1155    1],11,1.0
1,happy had a visitor it went well got out of house into woods,great,happy had a visitor it went well got out of house into woods,20,[   0  703  686    3 1616  832 1648 1644  658 1081 1055  772  825 1682    1],13,1.0
1,feeling good met old friends today,great,feeling good met old friends today,20,[   0  550  646  954 1063  597 1527    1],6,1.0
1,im feeling pretty well but my seat is taken so i cant sit by window,great,im feeling pretty well but my seat is taken so i cant sit by window,20,"[   0  801  550 1160 1644  202 1004 1274  828 1452 1349  788  213 1334  204
 1664    1]",15,1.0
1,i feel good with my husband,great,i feel good with my husband,20,[   0  788  548  646 1670 1004  785    1],6,1.0
1,im doin pretty good,great,im doin pretty good,20,[   0  801  404 1160  646    1],4,1.0
1,my mood is really good today,great,my mood is really good today,20,[   0 1004  982  828 1201  646 1527    1],6,1.0
1,ok happy for the weekend,great,ok happy for the weekend,20,[   0 1060  703  584 1488 1639    1],5,1.0
1,happy to be with friends,great,happy to be with friends,20,[   0  703 1525  119 1670  597    1],5,1.0
1,i feel positive feel full energy,great,i feel positive feel full energy,20,[   0  788  548 1145  548  609  472    1],6,1.0
1,i think i feel great,great,i think i feel great,20,[   0  788 1501  788  548  670    1],5,1.0
1,ok i fell good,great,ok i fell good,20,[   0 1060  788  555  646    1],4,1.0
1,positive little bit of s high note,great,positive little bit of s high note,20,[   0 1145  895  148 1055 1254  744 1045    1],7,1.0
1,i feel pretty good optimistic actually,great,i feel pretty good optimistic actually,20,[   0  788  548 1160  646 1073   26    1],6,1.0
1,happy that i get to go on a trip with my friends,great,happy that i get to go on a trip with my friends,20,[   0  703 1486  788  627 1525  639 1065    3 1549 1670 1004  597    1],12,1.0
1,happy and loved,great,happy and loved,20,[  0 703  60 912   1],3,1.0
1,happy feeling optimistic,great,happy feeling optimistic,20,[   0  703  550 1073    1],3,1.0
1,im feeling very happy,great,im feeling very happy,20,[   0  801  550 1609  703    1],4,1.0
1,high and positive,great,high and positive,20,[   0  744   60 1145    1],3,1.0
1,pretty good actually 😛,great,pretty good actually  ,20,[   0 1160  646   26    1],3,1.0
1,im happy because i spent the day with a friend,great,im happy because i spent the day with a friend,20,[   0  801  703  126  788 1379 1488  334 1670    3  594    1],10,1.0
1,doing pretty well feeling better,great,doing pretty well feeling better,20,[   0  405 1160 1644  550  138    1],5,1.0
1,hot but good,great,hot but good,20,[  0 769 202 646   1],3,1.0
1,accomplished i got myself ready and went to town its more than i usually do,great,accomplished i got myself ready and went to town its more than i usually do,20,"[   0   14  788  658 1006 1198   60 1648 1525 1542  834  986 1482  788 1599
  400    1]",15,1.0
1,good worked and eating with friends,great,good worked and eating with friends,20,[   0  646 1686   60  444 1670  597    1],6,1.0
1,quite satisfied had a good chat with my boyfriend,great,quite satisfied had a good chat with my boyfriend,20,[   0 1184 1263  686    3  646  231 1670 1004  183    1],9,1.0
1,good very positive,great,good very positive,20,[   0  646 1609 1145    1],3,1.0
1,good happy to be with family,great,good happy to be with family,20,[   0  646  703 1525  119 1670  534    1],6,1.0
1,i feel good my girlfriend returned yesterday so we are going to see each other tomorrow,great,i feel good my girlfriend returned yesterday so we are going to see each other tomorrow,20,"[   0  788  548  646 1004  631 1233 1711 1349 1633   80  644 1525 1277  437
 1077 1532    1]",16,1.0
1,neutral cautiously optimistic,great,neutral cautiously optimistic,20,[   0 1023  223 1073    1],3,1.0
1,good dinner tasty,great,good dinner tasty,20,[   0  646  383 1461    1],3,1.0
1,quite good successful family day,great,quite good successful family day,20,[   0 1184  646 1422  534  334    1],5,1.0
1,glad and good,great,glad and good,20,[  0 634  60 646   1],3,1.0
1,im pretty happy right now,great,im pretty happy right now,20,[   0  801 1160  703 1240 1049    1],5,1.0
1,pretty alright,great,pretty alright,20,[   0 1160   47    1],2,1.0
1,i  feel great,great,i  feel great,20,[  0 788 548 670   1],3,1.0
1,feeling great to be with my sister,great,feeling great to be with my sister,20,[   0  550  670 1525  119 1670 1004 1333    1],7,1.0
1,fine kinda happy,great,fine kinda happy,20,[  0 569 854 703   1],3,1.0
1,fantastic its friday and i had a great week at work,great,fantastic its friday and i had a great week at work,20,[   0  536  834  593   60  788  686    3  670 1638   92 1685    1],11,1.0
1,feeling good have the day off,great,feeling good have the day off,20,[   0  550  646  716 1488  334 1056    1],6,1.0
1,well i feel good,great,well i feel good,20,[   0 1644  788  548  646    1],4,1.0
1,i feel really good today and happy,great,i feel really good today and happy,20,[   0  788  548 1201  646 1527   60  703    1],7,1.0
1,im feeling hot but happy,great,im feeling hot but happy,20,[  0 801 550 769 202 703   1],5,1.0
1,i am pretty happy and grateful,great,i am pretty happy and grateful,20,[   0  788   53 1160  703   60  668    1],6,1.0
1,very  good,great,very  good,20,[   0 1609  646    1],2,1.0
1,pretty good had a massive win which is always good,great,pretty good had a massive win which is always good,20,[   0 1160  646  686    3  936 1662 1655  828   52  646    1],10,1.0
1,i am good  i finished a presentation i had to do,great,i am good  i finished a presentation i had to do,20,[   0  788   53  646  788  572    3 1156  788  686 1525  400    1],11,1.0
1,happy after good daynight looking forward to day to come,great,happy after good daynight looking forward to day to come,20,[   0  703   32  646  335  902  587 1525  334 1525  265    1],10,1.0
1,im actually good,great,im actually good,20,[  0 801  26 646   1],3,1.0
1,i feel fucking great right now,great,i feel fucking great right now,20,[   0  788  548  605  670 1240 1049    1],6,1.0
1,great had a very good day,great,great had a very good day,20,[   0  670  686    3 1609  646  334    1],6,1.0
1,i feel happy for once,great,i feel happy for once,20,[   0  788  548  703  584 1066    1],5,1.0
1,feeling good high energy,great,feeling good high energy,20,[  0 550 646 744 472   1],4,1.0
1,im vary good,great,im vary good,20,[   0  801 1603  646    1],3,1.0
1,yeah im pretty good i like being around family,great,yeah im pretty good i like being around family,20,[   0 1705  801 1160  646  788  887  134   83  534    1],9,1.0
1,happy that i went to the gym,great,happy that i went to the gym,20,[   0  703 1486  788 1648 1525 1488  684    1],7,1.0
1,satisfied ive been really productive,great,satisfied ive been really productive,20,[   0 1263  836  130 1201 1168    1],5,1.0
1,good but slightly elevated,great,good but slightly elevated,20,[   0  646  202 1341  454    1],4,1.0
1,happy normal,great,happy normal,20,[   0  703 1037    1],2,1.0
1,quite good now,great,quite good now,20,[   0 1184  646 1049    1],3,1.0
1,like good good,great,like good good,20,[  0 887 646 646   1],3,1.0
1,real happy,great,real happy,20,[   0 1199  703    1],2,1.0
1,great babes,great,great babes,20,[  0 670 107   1],2,1.0
1,amazing 😍,great,amazing  ,20,[ 0 54  1],1,1.0
1,i feel happy that i can finish office time earlier,great,i feel happy that i can finish office time earlier,20,[   0  788  548  703 1486  788  211  571 1057 1518  439    1],10,1.0
1,im feeling good no complaints,great,im feeling good no complaints,20,[   0  801  550  646 1033  274    1],5,1.0
1,i feel alright pretty good i guess but not super good,great,i feel alright pretty good i guess but not super good,20,[   0  788  548   47 1160  646  788  681  202 1044 1431  646    1],11,1.0
1,clearer and good,great,clearer and good,20,[  0 255  60 646   1],3,1.0
1,"i feel good about myself 
i want to start new projects",great,i feel good about myself  i want to start new projects,20,[   0  788  548  646    7 1006  788 1624 1525 1386 1025 1171    1],11,1.0
1,feeling happy to do the things i like,great,feeling happy to do the things i like,20,[   0  550  703 1525  400 1488 1500  788  887    1],8,1.0
1,you are funny,great,you are funny,20,[   0 1714   80  613    1],3,1.0
1,i feel goodd,great,i feel goodd,20,[  0 788 548 648   1],3,1.0
1,im happy and carefrer,great,im happy and carefrer,20,[  0 801 703  60 217   1],4,1.0
1,its really good im happy,great,its really good im happy,20,[   0  834 1201  646  801  703    1],5,1.0
1,sweaty but happy,great,sweaty but happy,20,[   0 1445  202  703    1],3,1.0
1,i feel goodi wanna enjoy the weekend as much as possible,great,i feel goodi wanna enjoy the weekend as much as possible,20,[   0  788  548  650 1623  474 1488 1639   84  999   84 1146    1],11,1.0
1,good i just watched a cute elephant video d,great,good i just watched a cute elephant video d,20,[   0  646  788  844 1629    3  321  453 1612  323    1],9,1.0
1,im feeling happy as can be,great,im feeling happy as can be,20,[  0 801 550 703  84 211 119   1],6,1.0
1,pretty good im finding my assertive side again,great,pretty good im finding my assertive side again,20,[   0 1160  646  801  568 1004   90 1327   33    1],8,1.0
1,"i feel good i didnt ""accomplish"" a lot but it was a grey day",great,i feel good i didnt  accomplish  a lot but it was a grey day,20,"[   0  788  548  646  788  378   13    3  908  202  832 1627    3  676  334
    1]",14,1.0
1,good had a good day,great,good had a good day,20,[  0 646 686   3 646 334   1],5,1.0
1,my mood feels good right now im feeling positive right now,great,my mood feels good right now im feeling positive right now,20,[   0 1004  982  553  646 1240 1049  801  550 1145 1240 1049    1],11,1.0
1,quite satisfied?,great,quite satisfied ,20,[   0 1184 1263    1],2,1.0
1,happy hyped,great,happy hyped,20,[  0 703 787   1],2,1.0
1,im feeling happy and really lucky,great,im feeling happy and really lucky,20,[   0  801  550  703   60 1201  917    1],6,1.0
1,happy because im eating,great,happy because im eating,20,[  0 703 126 801 444   1],4,1.0
1,great and optimistic,great,great and optimistic,20,[   0  670   60 1073    1],3,1.0
1,good sun is shining,great,good sun is shining,20,[   0  646 1426  828 1305    1],4,1.0
1,im actually really happy,great,im actually really happy,20,[   0  801   26 1201  703    1],4,1.0
1,happy and accomplished,great,happy and accomplished,20,[  0 703  60  14   1],3,1.0
1,amazing simple amazing,great,amazing simple amazing,20,[   0   54 1329   54    1],3,1.0
1,good really,great,good really,20,[   0  646 1201    1],2,1.0
1,im good thanks,great,im good thanks,20,[   0  801  646 1485    1],3,1.0
1,its at a pretty good level,great,its at a pretty good level,20,[   0  834   92    3 1160  646  880    1],6,1.0
1,im feeling pretty happy ,great,im feeling pretty happy ,20,[   0  801  550 1160  703    1],4,1.0
1,overall a bit happy,great,overall a bit happy,20,[   0 1086    3  148  703    1],4,1.0
1,i feel rather well,great,i feel rather well,20,[   0  788  548 1192 1644    1],4,1.0
1,very touched because i just listened a great song by sia,great,very touched because i just listened a great song by sia,20,[   0 1609 1540  126  788  844  892    3  670 1364  204 1325    1],11,1.0
1,im doing well,great,im doing well,20,[   0  801  405 1644    1],3,1.0
1,im happy but a little over the edge,great,im happy but a little over the edge,20,[   0  801  703  202    3  895 1084 1488  446    1],8,1.0
1,feeling like it was good week but needing some me time,great,feeling like it was good week but needing some me time,20,[   0  550  887  832 1627  646 1638  202 1016 1355  941 1518    1],11,1.0
1,quite well actually,great,quite well actually,20,[   0 1184 1644   26    1],3,1.0
1,great acc been on a geog trip which has been lit,great,great acc been on a geog trip which has been lit,20,[   0  670   11  130 1065    3  626 1549 1655  712  130  894    1],11,1.0
1,im happy at the moment,great,im happy at the moment,20,[   0  801  703   92 1488  978    1],5,1.0
1,happy satisfied expectant,great,happy satisfied expectant,20,[   0  703 1263  512    1],3,1.0
1,im pretty great,great,im pretty great,20,[   0  801 1160  670    1],3,1.0
1,happy uplifting,great,happy uplifting,20,[   0  703 1593    1],2,1.0
1,unimagineble happy,great,unimagineble happy,20,[   0 1576  703    1],2,1.0
1,i feel good my meditation went well this morning and kayla and i are both in good spirits,great,i feel good my meditation went well this morning and kayla and i are both in good spirits,20,"[   0  788  548  646 1004  946 1648 1644 1503  988   60  846   60  788   80
  178  806  646 1381    1]",18,1.0
1,i m good,great,i m good,20,[  0 788 918 646   1],3,1.0
1,good its been a good day,great,good its been a good day,20,[  0 646 834 130   3 646 334   1],6,1.0
1,amazingly happy,great,amazingly happy,20,[  0  55 703   1],2,1.0
1,had a good day getting ready for bed,great,had a good day getting ready for bed,20,[   0  686    3  646  334  628 1198  584  129    1],8,1.0
1,i feel good normalhappy,great,i feel good normalhappy,20,[   0  788  548  646 1038    1],4,1.0
1,happy that it’s the last day of school,great,happy that it s the last day of school,20,[   0  703 1486  832 1254 1488  862  334 1055 1270    1],9,1.0
1,good i have had a great morning,great,good i have had a great morning,20,[  0 646 788 716 686   3 670 988   1],7,1.0
1,great i  feel soooo full of faith and so happy greatfull i feel impress of life,great,great i  feel soooo full of faith and so happy greatfull i feel impress of life,20,"[   0  670  788  548 1368  609 1055  532   60 1349  703  674  788  548  804
 1055  882    1]",16,1.0
1,im feeling good i want to be productive today and feel i can accomplish that,great,im feeling good i want to be productive today and feel i can accomplish that,20,"[   0  801  550  646  788 1624 1525  119 1168 1527   60  548  788  211   13
 1486    1]",15,1.0
1,pre good,great,pre good,20,[   0 1150  646    1],2,1.0
1,in a somewhat good place,great,in a somewhat good place,20,[   0  806    3 1361  646 1133    1],5,1.0
1,great very uplifted and happy,great,great very uplifted and happy,20,[   0  670 1609 1592   60  703    1],5,1.0
1,i feel very full from dinner and happy,great,i feel very full from dinner and happy,20,[   0  788  548 1609  609  599  383   60  703    1],8,1.0
1,happy i spent the day with my family and boyfriend and it was my last day of school,great,happy i spent the day with my family and boyfriend and it was my last day of school,20,"[   0  703  788 1379 1488  334 1670 1004  534   60  183   60  832 1627 1004
  862  334 1055 1270    1]",18,1.0
1,generally positive,great,generally positive,20,[   0  624 1145    1],2,1.0
1,im in a pretty good mood right now,great,im in a pretty good mood right now,20,[   0  801  806    3 1160  646  982 1240 1049    1],8,1.0
1,good like i can get things done today,great,good like i can get things done today,20,[   0  646  887  788  211  627 1500  406 1527    1],8,1.0
1,amazing 😁😁,great,amazing   ,20,[ 0 54  1],1,1.0
1,i feel pretty happy i had a long fun day with my family,great,i feel pretty happy i had a long fun day with my family,20,[   0  788  548 1160  703  788  686    3  899  611  334 1670 1004  534    1],13,1.0
1,i feel good  i feel loved strong and competent,great,i feel good  i feel loved strong and competent,20,[   0  788  548  646  788  548  912 1409   60  270    1],9,1.0
1,good generally,great,good generally,20,[  0 646 624   1],2,1.0
1,pretty dang good its been a good day,great,pretty dang good its been a good day,20,[   0 1160  328  646  834  130    3  646  334    1],8,1.0
1,its okay i feel pretty good,great,its okay i feel pretty good,20,[   0  834 1061  788  548 1160  646    1],6,1.0
1,a bit okish now got some good deals on my gym wear so happy for that,great,a bit okish now got some good deals on my gym wear so happy for that,20,"[   0    3  148 1062 1049  658 1355  646  340 1065 1004  684 1635 1349  703
  584 1486    1]",16,1.0
1,great i smile,great,great i smile,20,[   0  670  788 1345    1],3,1.0
1,i feel great and optimistic,great,i feel great and optimistic,20,[   0  788  548  670   60 1073    1],5,1.0
1,great right now,great,great right now,20,[   0  670 1240 1049    1],3,1.0
1,im feeling like today is going to be a good day,great,im feeling like today is going to be a good day,20,[   0  801  550  887 1527  828  644 1525  119    3  646  334    1],11,1.0
1,happy to be honest,great,happy to be honest,20,[   0  703 1525  119  757    1],4,1.0
1,happy uplifted,great,happy uplifted,20,[   0  703 1592    1],2,1.0
1,i feel good once again my nosy wife read my conversations,great,i feel good once again my nosy wife read my conversations,20,[   0  788  548  646 1066   33 1004 1043 1660 1197 1004  297    1],11,1.0
1,positive and good,great,positive and good,20,[   0 1145   60  646    1],3,1.0
1,great ive had a good day,great,great ive had a good day,20,[  0 670 836 686   3 646 334   1],6,1.0
1,but most of the time are happy,great,but most of the time are happy,20,[   0  202  989 1055 1488 1518   80  703    1],7,1.0
1,really good at the moment,great,really good at the moment,20,[   0 1201  646   92 1488  978    1],5,1.0
1,happy i feel success and satisfaction,great,happy i feel success and satisfaction,20,[   0  703  788  548 1421   60 1261    1],6,1.0
1,great and high 😊👌🏼,great,great and high    ,20,[  0 670  60 744   1],3,1.0
1,im felling good im glad that the sun has finally shown itself,great,im felling good im glad that the sun has finally shown itself,20,[   0  801  556  646  801  634 1486 1488 1426  712  565 1322  835    1],12,1.0
1,really good i came in a high place in the race,great,really good i came in a high place in the race,20,[   0 1201  646  788  209  806    3  744 1133  806 1488 1187    1],11,1.0
1,im feeling pretty good but its way too hot,great,im feeling pretty good but its way too hot,20,[   0  801  550 1160  646  202  834 1632 1536  769    1],9,1.0
1,i feel good because i have pineapple,great,i feel good because i have pineapple,20,[   0  788  548  646  126  788  716 1130    1],7,1.0
1,happy satisfied,great,happy satisfied,20,[   0  703 1263    1],2,1.0
1,it was so good,great,it was so good,20,[   0  832 1627 1349  646    1],4,1.0
1,i feel good thanks,great,i feel good thanks,20,[   0  788  548  646 1485    1],4,1.0
1,happy because i met my best friend,great,happy because i met my best friend,20,[   0  703  126  788  954 1004  136  594    1],7,1.0
1,good  ive been reasting,great,good  ive been reasting,20,[   0  646  836  130 1206    1],4,1.0
1,very happy and grateful,great,very happy and grateful,20,[   0 1609  703   60  668    1],4,1.0
1,its moderate i feel pretty good,great,its moderate i feel pretty good,20,[   0  834  975  788  548 1160  646    1],6,1.0
1,glad to go home soon,great,glad to go home soon,20,[   0  634 1525  639  752 1367    1],5,1.0
1,iam happy,great,iam happy,20,[  0 789 703   1],2,1.0
1,im so great,great,im so great,20,[   0  801 1349  670    1],3,1.0
1,pretty good i have a great days with my kids,great,pretty good i have a great days with my kids,20,[   0 1160  646  788  716    3  670  336 1670 1004  852    1],10,1.0
1,very happy my son is in the clear,great,very happy my son is in the clear,20,[   0 1609  703 1004 1363  828  806 1488  253    1],8,1.0
1,good  happy its friday,great,good  happy its friday,20,[  0 646 703 834 593   1],4,1.0
1,prety good,great,prety good,20,[   0 1161  646    1],2,1.0
1,good im really happy,great,good im really happy,20,[   0  646  801 1201  703    1],4,1.0
1,im happy and feel like i can do a lot also im feeling hot,great,im happy and feel like i can do a lot also im feeling hot,20,[  0 801 703  60 548 887 788 211 400   3 908  48 801 550 769   1],14,1.0
1,i feel productive so im happy,great,i feel productive so im happy,20,[   0  788  548 1168 1349  801  703    1],6,1.0
1,pretty happy active,great,pretty happy active,20,[   0 1160  703   25    1],3,1.0
1,kinda great,great,kinda great,20,[  0 854 670   1],2,1.0
1,good happy for the storms,great,good happy for the storms,20,[   0  646  703  584 1488 1403    1],5,1.0
1,happy loved,great,happy loved,20,[  0 703 912   1],2,1.0
1,pretty good i met with some friends a while ago,great,pretty good i met with some friends a while ago,20,[   0 1160  646  788  954 1670 1355  597    3 1656   34    1],10,1.0
1,urmm im actually good,great,urmm im actually good,20,[   0 1595  801   26  646    1],4,1.0
1,feel really good,great,feel really good,20,[   0  548 1201  646    1],3,1.0
1,fucking amazing,great,fucking amazing,20,[  0 605  54   1],2,1.0
1,shaken but good,great,shaken but good,20,[   0 1295  202  646    1],3,1.0
1,pretty happy since i had a good beach day,great,pretty happy since i had a good beach day,20,[   0 1160  703 1331  788  686    3  646  120  334    1],9,1.0
1,great im in a good mood ,great,great im in a good mood ,20,[  0 670 801 806   3 646 982   1],6,1.0
1,great i feel great,great,great i feel great,20,[  0 670 788 548 670   1],4,1.0
1,pretty good positive yay,great,pretty good positive yay,20,[   0 1160  646 1145 1704    1],4,1.0
1,goody goody,great,goody goody,20,[  0 654 654   1],2,1.0
1,feeling happy because its friday,great,feeling happy because its friday,20,[  0 550 703 126 834 593   1],5,1.0
1,very good and positive,great,very good and positive,20,[   0 1609  646   60 1145    1],4,1.0
1,so happy i feel loved,great,so happy i feel loved,20,[   0 1349  703  788  548  912    1],5,1.0
1,i feeling so good,great,i feeling so good,20,[   0  788  550 1349  646    1],4,1.0
1,reaaaaallly good,great,reaaaaallly good,20,[   0 1194  646    1],2,1.0
1,im actually pretty good,great,im actually pretty good,20,[   0  801   26 1160  646    1],4,1.0
1,i feel happy and free,great,i feel happy and free,20,[  0 788 548 703  60 590   1],5,1.0
1,i feel ok im with some friends so im happy,great,i feel ok im with some friends so im happy,20,[   0  788  548 1060  801 1670 1355  597 1349  801  703    1],10,1.0
1,loved happy full,great,loved happy full,20,[  0 912 703 609   1],3,1.0
1,good actually,great,good actually,20,[  0 646  26   1],2,1.0
1,im feeling fine i have done fun thing today so im pretty satisfied,great,im feeling fine i have done fun thing today so im pretty satisfied,20,[   0  801  550  569  788  716  406  611 1499 1527 1349  801 1160 1263    1],13,1.0
1,im good im letting an internet debate get to me but good other than that,great,im good im letting an internet debate get to me but good other than that,20,"[   0  801  646  801  879   59  823  343  627 1525  941  202  646 1077 1482
 1486    1]",15,1.0
1,i feel ok happy i think,great,i feel ok happy i think,20,[   0  788  548 1060  703  788 1501    1],6,1.0
1,hung out with friends good,great,hung out with friends good,20,[   0  779 1081 1670  597  646    1],5,1.0
1,i m great,great,i m great,20,[  0 788 918 670   1],3,1.0
1,happyi feel part of a group,great,happyi feel part of a group,20,[   0  706  548 1101 1055    3  679    1],6,1.0
1,im feeling decently well,great,im feeling decently well,20,[   0  801  550  346 1644    1],4,1.0
1,happy with how the day is going satisfied with myself,great,happy with how the day is going satisfied with myself,20,[   0  703 1670  773 1488  334  828  644 1263 1670 1006    1],10,1.0
1,im feeling happy overall,great,im feeling happy overall,20,[   0  801  550  703 1086    1],4,1.0
1,my emotional state is good,great,my emotional state is good,20,[   0 1004  461 1389  828  646    1],5,1.0
1,pretty good the tests are almost over,great,pretty good the tests are almost over,20,[   0 1160  646 1488 1480   80   43 1084    1],7,1.0
1,happy because its the weekend,great,happy because its the weekend,20,[   0  703  126  834 1488 1639    1],5,1.0
1,im very happy because tomorrow is my last day of school,great,im very happy because tomorrow is my last day of school,20,[   0  801 1609  703  126 1532  828 1004  862  334 1055 1270    1],11,1.0
1,i am very happy and hopefully,great,i am very happy and hopefully,20,[   0  788   53 1609  703   60  761    1],6,1.0
1,pretty good got hair loss on my mind other than that just studying,great,pretty good got hair loss on my mind other than that just studying,20,[   0 1160  646  658  691  906 1065 1004  962 1077 1482 1486  844 1415    1],13,1.0
1,amazing last day of school,great,amazing last day of school,20,[   0   54  862  334 1055 1270    1],5,1.0
1,i had a long satisfactory and happy day,great,i had a long satisfactory and happy day,20,[   0  788  686    3  899 1262   60  703  334    1],8,1.0
1,feeling happy and completely positive,great,feeling happy and completely positive,20,[   0  550  703   60  275 1145    1],5,1.0
1,i am felling amazing,great,i am felling amazing,20,[  0 788  53 556  54   1],4,1.0
1,good full,great,good full,20,[  0 646 609   1],2,1.0
1,im feeling pretty good more and more in control,great,im feeling pretty good more and more in control,20,[   0  801  550 1160  646  986   60  986  806  294    1],9,1.0
1,pretty good i think i might get laid which is quite encouraging,great,pretty good i think i might get laid which is quite encouraging,20,[   0 1160  646  788 1501  788  957  627  860 1655  828 1184  467    1],12,1.0
1,good happy day😊,great,good happy day ,20,[  0 646 703 334   1],3,1.0
1,im trying to pull myself into a more positive attitude,great,im trying to pull myself into a more positive attitude,20,[   0  801 1550 1525 1174 1006  825    3  986 1145   96    1],10,1.0
1,im super happy 😁,great,im super happy  ,20,[   0  801 1431  703    1],3,1.0
1,kind of good for once,great,kind of good for once,20,[   0  853 1055  646  584 1066    1],5,1.0
1,very good i accomplished my goal,great,very good i accomplished my goal,20,[   0 1609  646  788   14 1004  640    1],6,1.0
1,im feeling good im ready to do something today,great,im feeling good im ready to do something today,20,[   0  801  550  646  801 1198 1525  400 1358 1527    1],9,1.0
1,okay pretty good i got a new job,great,okay pretty good i got a new job,20,[   0 1061 1160  646  788  658    3 1025  840    1],8,1.0
1,positive optimistic,great,positive optimistic,20,[   0 1145 1073    1],2,1.0
1,i feel good with some energy recovered,great,i feel good with some energy recovered,20,[   0  788  548  646 1670 1355  472 1210    1],7,1.0
1,im feeling great😊went on a date today,great,im feeling great went on a date today,20,[   0  801  550  670 1648 1065    3  332 1527    1],8,1.0
1,great maybe a little stifled,great,great maybe a little stifled,20,[   0  670  939    3  895 1396    1],5,1.0
1,satisfied with my day,great,satisfied with my day,20,[   0 1263 1670 1004  334    1],4,1.0
1,feeling really happy,great,feeling really happy,20,[   0  550 1201  703    1],3,1.0
1,i am feeling happy i am feeling full,great,i am feeling happy i am feeling full,20,[  0 788  53 550 703 788  53 550 609   1],8,1.0
1,"i feel good 
sweating but good",great,i feel good  sweating but good,20,[   0  788  548  646 1444  202  646    1],6,1.0
1,good finished a task,great,good finished a task,20,[   0  646  572    3 1460    1],4,1.0
1,im happy right now,great,im happy right now,20,[   0  801  703 1240 1049    1],4,1.0
1,good and sound,great,good and sound,20,[   0  646   60 1373    1],3,1.0
1,good chattet with a dear friend made me happy,great,good chattet with a dear friend made me happy,20,[   0  646  232 1670    3  341  594  923  941  703    1],9,1.0
1,i think im in a good mood,great,i think im in a good mood,20,[   0  788 1501  801  806    3  646  982    1],7,1.0
1,good slightly on edge but mostly positive,great,good slightly on edge but mostly positive,20,[   0  646 1341 1065  446  202  990 1145    1],7,1.0
1,good bll blessed,great,good bll blessed,20,[  0 646 157 155   1],3,1.0
1,im feeling good although i want to do better in life,great,im feeling good although i want to do better in life,20,[   0  801  550  646   51  788 1624 1525  400  138  806  882    1],11,1.0
